indeks,pendidikan,keluarga,makanan,perayaan,alam
murni,0.58915204,0.19111983,0.35151184,0.25842327,0.46952915
mursal,0.40508625,0.12920858,0.24181,0.30262893,0.47110364
mursyid,0.3527497,0.14613862,0.10701502,0.24867427,0.352992
murtad,0.52314883,0.08777218,0.28522497,0.24083832,0.27681398
muruah,0.44362402,0.16067344,0.2544703,0.32505146,0.4694172
murung,0.28436458,0.12280904,0.15056412,0.26917288,0.48279077
murup,0.32145765,0.1650244,0.27021298,0.32419562,0.5387758
murus,0.33232537,0.08025143,0.20903365,0.23210865,0.4081385
mus,0.5647065,0.27047887,0.37758052,0.4217695,0.62005055
musaadah,0.398825,0.28184828,0.35571736,0.48557174,0.5977725
musabab,0.4979756,0.24549043,0.3408267,0.41419947,0.44974375
musabaqah,0.34572506,0.28411996,0.34450603,0.45721033,0.41898635
musafir,0.3576854,0.29245204,0.28909358,0.48032027,0.4778511
musafirin,0.3520375,0.22447497,0.21647662,0.38118052,0.3207762
musakat,0.43089616,0.30101913,0.34045303,0.4635356,0.5466236
musala,0.22161931,0.16888268,0.22322565,0.21523136,0.38835514
musang,0.2331407,0.22531494,0.28817087,0.42683816,0.47429097
musara,0.2915655,0.15997079,0.28431612,0.26591015,0.40056205
museolog,0.3371379,0.23442392,0.20475256,0.42109567,0.5787802
museologi,0.38206592,0.22410718,0.1921198,0.40932178,0.568141
museum,0.5048982,0.15243506,0.1121566,0.23572737,0.26052752
mushaf,0.43427485,0.24894679,0.40963984,0.3352648,0.3687601
musibah,0.5332235,0.30365035,0.27969307,0.41833562,0.3767819
musik,0.3579849,0.30436525,0.2504572,0.42198265,0.3626082
musikal,0.32219863,0.24911073,0.22168192,0.45182633,0.32083234
musikalisasi,0.29886854,0.22941995,0.18012615,0.44202858,0.2819504
musikalitas,0.31361645,0.23566556,0.2095522,0.49488848,0.3052032
musikolog,0.33037812,0.22579351,0.17114277,0.31488496,0.26573575
musikologi,0.43305904,0.2393429,0.22514077,0.4088303,0.3188863
musikologis,0.4813174,0.26414514,0.2535239,0.4407195,0.32590866
musikus,0.353925,0.20112768,0.2913323,0.4164842,0.3469466
musim,0.411385,0.32560915,0.29466394,0.41060227,0.6419518
musisi,0.13949472,0.13802129,0.16609925,0.2610037,0.2110942
muskil,0.2848437,0.20534748,0.27186358,0.36247134,0.5324719
muskovit,0.2988174,0.06445341,0.19045359,0.19653173,0.22144084
muslih,0.3965351,0.17235072,0.27494907,0.32325166,0.5249991
muslihat,0.34223992,0.05141007,0.14877516,0.20574985,0.4437943
muslim,0.3535335,0.15149656,0.20399295,0.27970892,0.28131405
muslimat,0.4190685,0.17876852,0.19925338,0.37848377,0.25679946
muslimin,0.4761738,0.2055876,0.23982306,0.3675229,0.32929072
muslin,0.27863795,0.10191988,0.17086627,0.25394002,0.3499012
musnah,0.5268663,0.1730912,0.36096644,0.31132197,0.42046186
muspra,0.3863378,0.17416799,0.25939262,0.31988728,0.48886344
mustahak,0.63052857,0.2447365,0.42067224,0.42107552,0.40419427
mustahik,0.6564465,0.2678486,0.43212897,0.45017922,0.47784805
mustahil,0.3362186,0.14692545,0.17622381,0.14708042,0.29050386
mustaid,0.53121376,0.21526214,0.45506415,0.3283795,0.5331782
mustajab,0.55010986,0.1989088,0.34866357,0.3389764,0.46825123
mustak,0.49705887,0.17068069,0.45721644,0.36747807,0.5083926
mustaka,0.46517473,0.18072811,0.43223366,0.2915454,0.49905574
mustakim,0.28852135,0.07062349,0.25935268,0.098701246,0.3539794
mustamik,0.5478388,0.21657115,0.3986252,0.30375525,0.50830954
mustang,0.5345219,0.17607811,0.4700313,0.37326515,0.53736156
musuh,0.24293785,0.12466116,0.2056776,0.26472396,0.18731414
musyarakah,0.587574,0.2481552,0.3858084,0.47631162,0.5329463
musyarakat,0.6048429,0.25684884,0.42531934,0.50035566,0.5487144
musyarik,0.574473,0.24129695,0.51828814,0.4083347,0.6235945
musyawarah,0.5336796,0.38389254,0.34626248,0.58705556,0.40334147
musyawarat,0.57592654,0.2744604,0.405102,0.5068265,0.5218884
musyrik,0.5454896,0.24333021,0.40297073,0.41563785,0.5462627
musyrikin,0.41242993,0.1654002,0.2682463,0.33615512,0.3645066
musytak,0.61005247,0.25139064,0.46263266,0.4102472,0.57577336
musytari,0.66015553,0.26646665,0.39875674,0.45891288,0.530562
mutabar,0.5829418,0.15304545,0.38617182,0.3082844,0.4892953
mutagen,0.5306422,0.14504778,0.35393485,0.29044765,0.5551634
mutah,0.56134665,0.21661738,0.35399967,0.33480495,0.5918202
mutakadim,0.40494227,0.11044714,0.21125063,0.2243132,0.37906384
mutakalim,0.43857858,0.14148146,0.25549316,0.21486935,0.49078965
mutakhir,0.6346064,0.19350708,0.32022288,0.2510047,0.4242059
mutaki,0.3952995,0.14313202,0.32378668,0.16201577,0.49556345
mutalaah,0.5124854,0.20625843,0.30276227,0.32524988,0.5326177
mutamad,0.60266757,0.17377867,0.33166647,0.30206847,0.4888626
mutan,0.5528875,0.13883197,0.3249253,0.28370783,0.5588853
mutasawif,0.44894361,0.11313772,0.19890301,0.23479238,0.371485
mutasi,0.5300704,0.26464877,0.23847002,0.19812743,0.31329894
mutawif,0.5113934,0.15148033,0.28669024,0.24754933,0.43812287
mute,0.5967673,0.20316264,0.36606938,0.31996587,0.57225025
mutiara,0.56688714,0.24012843,0.3685222,0.2747966,0.48164204
mutih,0.36083603,0.19685005,0.41176152,0.2694021,0.41792947
mutilasi,0.37583825,0.18550488,0.27601218,0.30976126,0.21838705
mutisme,0.5139222,0.18538779,0.3180955,0.35637864,0.3976618
mutlak,0.60906756,0.19762608,0.33454967,0.31959745,0.33880484
mutmainah,0.51644397,0.18958327,0.2550653,0.27885723,0.46882707
mutu,0.64658546,0.27111042,0.46815515,0.2726236,0.38560885
mutualisme,0.57975245,0.15901071,0.3064039,0.2367377,0.28258902
mutung,0.43835145,0.26471066,0.4165154,0.36968958,0.51682544
muwafakat,0.5002341,0.20018278,0.31612012,0.38352033,0.44935572
muwahid,0.38103518,0.21431243,0.2777079,0.3878362,0.39457786
muwajahah,0.48964337,0.17350143,0.34564316,0.24724595,0.4379966
muwakal,0.37031704,0.23918611,0.38965338,0.39122057,0.51355004
muwakil,0.5491909,0.30209804,0.33166263,0.37611496,0.44428363
muwari,0.33724338,0.18658347,0.2486888,0.19399685,0.3927487
muzah,0.54707193,0.23304957,0.38429198,0.3981443,0.5706574
muzakar,0.5008835,0.11981547,0.32090658,0.31604677,0.48458385
muzakarah,0.51761335,0.17986482,0.3260538,0.36931705,0.52056396
muzaki,0.4068965,0.14876635,0.35226706,0.25046107,0.5129899
muzamil,0.5868356,0.2897963,0.37034088,0.38063687,0.54653573
muzawir,0.59913766,0.1790892,0.3833362,0.2805191,0.50938857
muzhab,0.46741882,0.10494076,0.24511763,0.32574448,0.31600624
n,0.6055086,0.21274805,0.3923686,0.27608955,0.44629395
na,0.61980605,0.29099503,0.42835468,0.3230747,0.5461883
naam,0.5613322,0.24094415,0.36715478,0.3436557,0.5702605
nabatah,0.21151182,0.064638324,0.2355924,0.11946376,0.30947477
nabati,0.53698856,0.23928872,0.7288909,0.3435122,0.5986707
nabi,0.36818975,0.289564,0.20480506,0.4043441,0.40017605
nabtun,0.42376053,0.15672445,0.32340086,0.2896064,0.4907066
nabu,0.26662058,0.14023331,0.32375735,0.24412188,0.46627447
nada,0.50259864,0.32555276,0.39428848,0.472225,0.5636949
nadi,0.38544643,0.14451505,0.29480332,0.27930602,0.4765693
nadim,0.31990078,0.07446507,0.18984842,0.12604392,0.27554378
nadir,0.28285187,0.12978445,0.2197902,0.23993358,0.3905559
naf,0.6661557,0.23034614,0.41711438,0.34673908,0.4694272
nafar,0.5384169,0.17091703,0.2882677,0.3443064,0.42605877
nafi,0.6024393,0.17332965,0.32293415,0.28477472,0.38500142
nafiri,0.5520803,0.17952079,0.3418702,0.32051748,0.42278802
nafkah,0.72790396,0.31463715,0.46341956,0.34312832,0.39081508
nafsi,0.5817989,0.10154526,0.29707813,0.19138172,0.38097572
nafsu,0.4655799,0.23499963,0.36705613,0.35810658,0.36674678
nafta,0.58305097,0.17949753,0.27730873,0.29265264,0.34995154
naftal,0.6056407,0.23585749,0.34483945,0.3797929,0.3280148
naftalena,0.5477881,0.16073465,0.3195001,0.278938,0.33899415
naftena,0.48938167,0.15976149,0.32573998,0.22223137,0.36257076
naftol,0.5106205,0.16407076,0.278826,0.2502708,0.38976413
naga,0.07082881,0.12932064,0.13337892,0.1853511,0.32365876
nagam,0.15171216,0.08759627,0.12064357,0.11491942,0.29139328
nagara,0.11876426,0.12494585,0.14807937,0.14832135,0.25990057
nagari,0.51412654,0.38171256,0.37888443,0.43368143,0.65382314
nagasari,0.12384302,0.12156803,0.14577594,0.10213725,0.27774483
nah,0.5007639,0.18038669,0.37089568,0.22396725,0.39000896
nahak,0.47037482,0.23697308,0.46778715,0.36989543,0.50988036
nahas,0.4962081,0.23017903,0.3391561,0.27400768,0.41595876
nahdiyin,0.43094775,0.119429104,0.26566002,0.2679459,0.39504677
nahi,0.6464062,0.16697094,0.3486461,0.28148684,0.41824478
nahkoda,0.27850506,0.21811005,0.28890002,0.2106938,0.3697254
nahu,0.36181486,0.16568574,0.35148513,0.21987104,0.4085393
naib,0.47452125,0.2291916,0.3218836,0.35354567,0.49884307
naif,0.5323176,0.20073771,0.29617095,0.32956535,0.3947239
naik,0.31458408,0.21220115,0.23356166,0.31298834,0.4636886
naim,0.46091813,0.1768371,0.27019516,0.24021327,0.3899151
najam,0.42725632,0.08647339,0.17823766,0.2500913,0.3983078
najasah,0.48042548,0.119042575,0.27080083,0.2397573,0.44419187
najasat,0.5087742,0.10466678,0.17297012,0.2818855,0.37560683
najis,0.49318033,0.18523371,0.4347989,0.31692505,0.49481803
nak,0.5189589,0.1696935,0.33850414,0.26046932,0.36346346
naka,0.46698165,0.19296859,0.3041707,0.22744837,0.38601297
nakal,0.53403896,0.26168597,0.39910823,0.32501665,0.5282811
nakara,0.25476688,0.20031641,0.19616437,0.25664288,0.44277233
nakhoda,0.31230915,0.28797683,0.2552508,0.24269429,0.43005383
nal,0.61305165,0.26012745,0.45975566,0.30241293,0.5827793
nala,0.45682114,0.16186473,0.33698887,0.15533814,0.49228477
nalam,0.48190162,0.18727648,0.33251548,0.20332332,0.57660896
nalar,0.42678612,0.05940962,0.21977565,0.11211454,0.26355898
nali,0.47980168,0.1891302,0.3778921,0.18828034,0.5404165
nalih,0.45799863,0.18020234,0.37740374,0.18507966,0.5249985
naluri,0.47344798,0.26053733,0.32761002,0.29521334,0.4996711
naluriah,0.49273413,0.20320985,0.26919374,0.228779,0.44956475
nama,0.5200312,0.27527842,0.3476502,0.27418563,0.359743
namaskara,0.38203132,0.14217517,0.29095763,0.24134302,0.414913
namatad,0.47360253,0.14754191,0.29115742,0.15424302,0.3267013
namatium,0.28708595,0.056025386,0.23731025,0.10167313,0.25167882
nambi,0.25702462,0.13105288,0.3410083,0.18979827,0.338911
namnam,0.16885433,0.046263788,0.2480475,0.09032084,0.29659498
nampan,0.32606402,0.15772814,0.45447046,0.32321456,0.31857675
namun,0.53658485,0.23453486,0.42443776,0.30747604,0.47317582
nan,0.5584685,0.2733903,0.41299188,0.30257726,0.54202795
nanah,0.30919695,0.1623382,0.37619787,0.23267701,0.4299693
nanang,0.2500129,0.22486848,0.2549609,0.23655275,0.44384098
nanap,0.31526357,0.12663072,0.29375297,0.12520052,0.38592255
nanaplankton,0.13605738,0.11028069,0.1246646,-1.2725592e-05,0.23232591
nanar,0.2759077,0.20794386,0.26483414,0.17629601,0.42751855
nanas,0.2546931,0.16783734,0.7123125,0.24601094,0.3252979
nandu,0.29515862,0.15992573,0.25945416,0.18998963,0.37345877
nandung,0.32314932,0.2220071,0.32049707,0.1882765,0.41635728
nang,0.5520234,0.25165948,0.51377887,0.4164123,0.6704035
nangka,0.30822873,0.30019373,0.48140222,0.2237348,0.5169984
nangkoda,0.28528807,0.21357888,0.38323444,0.24385878,0.46493512
nangkring,0.3279379,0.23461345,0.32980177,0.42103654,0.5381057
nangui,0.42091775,0.23142979,0.45745772,0.28239623,0.49514353
naning,0.3756894,0.35164797,0.42646465,0.28601846,0.39936402
nanofarad,0.41878062,0.1228244,0.3192176,0.15143609,0.39547125
nanofosil,0.36763522,0.16914126,0.31562942,0.16714123,0.47656602
nanogram,0.35523596,0.19141753,0.30213192,0.14949937,0.34094936
nanometer,0.23995036,0.09628614,0.15274182,0.098059684,0.3306657
nanti,0.42435485,0.15556955,0.26347762,0.30023104,0.27772477
napal,0.5939547,0.22757375,0.44137502,0.48703253,0.50961345
napalm,0.58184505,0.15888822,0.33862197,0.34629267,0.4023662
napas,0.48269585,0.21815765,0.48027796,0.38208953,0.47763187
napuh,0.499555,0.18683475,0.4511692,0.397264,0.45093423
naqal,0.52433604,0.26541266,0.32021844,0.36174566,0.6030359
naqli,0.5295184,0.24021056,0.3569334,0.313685,0.615947
nara,0.40467113,0.2036719,0.42924625,0.24745807,0.43597466
narablog,0.32221287,0.1496545,0.23324788,0.18509501,0.36620986
narapati,0.50539374,0.26527506,0.30162838,0.36436653,0.41506466
narapidana,0.42053172,0.18908896,0.19807538,0.39591908,0.28195244
narapraja,0.44145927,0.17508802,0.16199927,0.21868041,0.2683559
narasi,0.45466286,0.28918305,0.23115933,0.260441,0.29418814
narasumber,0.55412865,0.24935164,0.4251488,0.3905521,0.43576756
naratif,0.4727856,0.24153054,0.39553303,0.35957962,0.38525254
narator,0.4124561,0.18310727,0.33107588,0.24923533,0.3024174
narkolepsi,0.5505345,0.17312914,0.37492043,0.35074747,0.34356132
narkomaniak,0.5503362,0.20695361,0.42902553,0.44469225,0.4782803
narkose,0.5676987,0.1743536,0.46474233,0.34023035,0.36780226
narkosis,0.49475956,0.1434403,0.43370146,0.33706987,0.36427873
narkotik,0.5151191,0.18090408,0.44394547,0.34697866,0.37134624
narpati,0.10069449,0.026144821,0.053708192,0.033371728,0.19315554
narsis,0.32162353,0.22187507,0.21950348,0.24228561,0.47814506
narsisisme,0.26757932,0.10925481,0.098118514,0.15555692,0.31279385
narsisme,0.28157765,0.15074492,0.1436549,0.19603384,0.3835324
narwastu,0.17714542,0.056329824,0.049362916,0.10194752,0.33247763
nas,0.559162,0.24081287,0.43574816,0.33459705,0.37342617
nasab,0.5318705,0.31386012,0.32729107,0.36413276,0.63231206
nasabah,0.34638232,0.21798879,0.25335765,0.29315233,0.1982796
nasakh,0.509907,0.21557121,0.30343264,0.28780228,0.40244326
nasal,0.54972667,0.3397366,0.35526705,0.36297917,0.6413262
nasalisasi,0.5479189,0.30269367,0.25059184,0.42456493,0.44981977
nasar,0.44488353,0.32261196,0.3265103,0.32915473,0.6347214
nasehat,0.5910063,0.320607,0.38843665,0.37004966,0.30410582
nasel,0.4254796,0.25472677,0.4168746,0.3738737,0.34999016
nasi,0.33193207,0.30394778,0.8131139,0.40003276,0.38497058
nasi-nasi,0.32625687,0.26099584,0.775295,0.32779914,0.28799772
nasib,0.57262385,0.22304566,0.34780395,0.34933972,0.44651663
nasihat,0.6383219,0.25018537,0.36253926,0.3002503,0.2650618
nasion,0.53018713,0.3299283,0.62375873,0.54759365,0.5267652
nasional,0.6677463,0.2611183,0.30535907,0.36390617,0.4539413
nasionalis,0.46746045,0.14130804,0.12558812,0.31917703,0.1935949
nasionalisasi,0.45956314,0.14360131,0.15475906,0.35162133,0.18795452
nasionalisme,0.5865869,0.1371567,0.13543773,0.32127953,0.2704145
nasionalistis,0.39049923,0.09146431,0.088354886,0.28355277,0.12666185
nasionisme,0.5254015,0.2089547,0.48311985,0.39305922,0.41625953
naskah,0.48330173,0.24276417,0.25949547,0.23085257,0.2135973
nasofaring,0.34553427,0.2034274,0.41962835,0.29241222,0.3609683
nasrani,0.42986476,0.21798608,0.2588498,0.41471097,0.2977899
nasti,0.4915987,0.20490941,0.43301538,0.34047806,0.35846108
nasut,0.47356793,0.23000932,0.54077315,0.42167053,0.44061303
natal,0.36429042,0.39224467,0.29572287,0.56372195,0.27016455
natalis,0.21225134,0.2528439,0.17869478,0.38152432,0.17968021
natalitas,0.5205416,0.41046333,0.33980465,0.59676015,0.376011
natang,0.3429627,0.22171916,0.42389205,0.3385495,0.49583155
natar,0.4064384,0.25576532,0.47647882,0.3190355,0.51605
natijah,0.41806322,0.33768713,0.3757189,0.323542,0.4675097
nativis,0.46407896,0.25934875,0.23896709,0.3042707,0.32775998
nativisme,0.52377856,0.18496397,0.20363006,0.26182583,0.2896992
nativistik,0.5438738,0.14958394,0.16934231,0.21737838,0.23010024
natolokal,0.31959978,0.16439249,0.19028841,0.20099284,0.26917434
natrium,0.46688324,0.21145168,0.55977964,0.3342104,0.5103196
natur,0.57508683,0.21189898,0.38856986,0.2404272,0.380625
natura,0.420838,0.14813155,0.32991868,0.16534165,0.35621712
natural,0.6437197,0.23364617,0.38086265,0.2104331,0.5232926
naturalis,0.42570782,0.11409487,0.19974452,0.12602511,0.46226758
naturalisasi,0.4987433,0.11785812,0.16235532,0.122458175,0.26364267
naturalisme,0.47532618,0.04701347,0.14409506,0.08438459,0.33796653
naturalistis,0.46760282,0.06791847,0.18628421,0.12237862,0.292707
naturopatis,0.34769222,0.10045766,0.15371615,0.09367978,0.16541436
naung,0.45888048,0.2703421,0.42558908,0.41965902,0.6140306
nauplius,0.35266852,0.14488868,0.3663975,0.2544484,0.4292062
nausea,0.20638213,0.16631652,0.20559347,0.17311195,0.2706026
nautik,0.55421114,0.19073467,0.35553366,0.2744824,0.4449975
nautika,0.45252824,0.1715239,0.30940008,0.22524725,0.3976742
nautikal,0.5265659,0.21397565,0.31734243,0.3113643,0.4636603
nautilus,0.35083407,0.12582849,0.37571794,0.22134566,0.40274286
nauzubillah,0.14668885,0.16852058,0.17507182,0.068902984,0.16651672
navigasi,0.39538783,0.21931654,0.34380013,0.3106922,0.42077225
navigator,0.18497384,0.13645628,0.11472909,0.19232541,0.26791203
nawa,0.47751513,0.11652875,0.32416648,0.2373038,0.4338765
nawaitu,0.56760097,0.21598984,0.40532053,0.41889903,0.52725965
nawala,0.37544382,0.11896764,0.30523658,0.24617195,0.41142553
nawalapradata,0.19054647,-0.019587666,0.17522019,0.07415797,0.1841312
nayaka,0.21486011,0.17964932,0.22267815,0.24566405,0.399909
nayam,0.36775666,0.22480068,0.25666153,0.34791028,0.5709229
nayap,0.27171147,0.27571058,0.24232808,0.37542403,0.48977515
nazam,0.532676,0.19305423,0.3294863,0.31560835,0.49718
nazar,0.56223893,0.26020712,0.35876444,0.4139884,0.37430388
nazi,0.348521,0.053273365,0.120231375,0.30360425,0.20519577
naziisme,0.31524652,-0.03631663,0.04277911,0.23575315,0.107875444
nazim,0.35717672,0.014424878,0.12577638,0.1880454,0.19201905
nazir,0.28669056,0.011928648,0.10105756,0.2424714,0.1920571
ndoro,0.33575103,0.2033739,0.37951374,0.2511653,0.5162414
ndoroisme,0.42655975,0.13476373,0.2856352,0.22041672,0.4023727
neala,0.39870143,0.20651205,0.37257582,0.27472064,0.4540985
nealogi,0.45392233,0.17064476,0.32774895,0.2804312,0.45710644
nebeng,0.45021442,0.24636377,0.47750098,0.35437512,0.45112747
nebula,0.2919091,0.16108099,0.30505288,0.31117302,0.4846431
nebulium,0.41341048,0.17776647,0.39003375,0.24887595,0.28998923
neces,0.42178363,0.1576688,0.28889313,0.2243584,0.35892576
necis,0.3418991,0.15683778,0.28874487,0.24733073,0.33560455
nefoskop,0.25934172,0.13144296,0.3872156,0.22518173,0.37110567
nefrektomi,0.21686216,0.12749708,0.22319385,0.200333,0.14340273
nefridium,0.32195067,0.16739488,0.44554088,0.25927508,0.29827976
nefrit,0.3449133,0.12177135,0.3877653,0.25389162,0.28594843
nefritis,0.28209645,0.113247216,0.4186954,0.2653255,0.24406241
nefroblastoma,0.20184493,0.13399772,0.3763877,0.22948141,0.28210503
nefrologi,0.53548473,0.1917368,0.30857074,0.3486408,0.4182773
nefron,0.47294074,0.18666333,0.33974358,0.3388365,0.37898022
nefrosis,0.32301092,0.21965626,0.36971778,0.32797426,0.33781445
negara,0.5503148,0.26550233,0.3728971,0.4155024,0.506641
negarawan,0.39340436,0.13071394,0.1955891,0.28075203,0.33276027
negasi,0.6237055,0.24775264,0.33407485,0.4097615,0.41312358
negatif,0.5516653,0.16920482,0.27733046,0.22432435,0.36178017
negativisme,0.5444847,0.12526643,0.24318962,0.30777514,0.40378925
negativistik,0.47820818,0.095774025,0.16990802,0.21838069,0.32286155
neger,0.68697,0.27330315,0.46767893,0.44093034,0.5741418
negeri,0.6313019,0.24355686,0.3884313,0.3579673,0.5027921
negosi,0.48482704,0.22144228,0.2812155,0.28094026,0.30377477
negosiasi,0.42116758,0.1768381,0.2879545,0.37463057,0.19148889
negosiator,0.4501987,0.25362402,0.25859278,0.33382052,0.35571587
negrito,0.2948407,0.11090967,0.22616741,0.1413093,0.44103253
negro,0.5062551,0.29326338,0.4294671,0.4649874,0.66166115
negroid,0.4642005,0.2512461,0.44300362,0.44681734,0.5779283
negus,0.57177377,0.28851548,0.4715966,0.4508276,0.6078316
nek,0.5157766,0.22761363,0.43420905,0.29734814,0.49775538
neka,0.4293173,0.25382316,0.41539258,0.30085516,0.5239523
neka-neka,0.28957385,0.1943503,0.30571887,0.21149266,0.3956552
nekad,0.48316866,0.28758764,0.49631184,0.4216312,0.59651864
nekara,0.29451483,0.26603782,0.31708583,0.35947222,0.51291174
nekat,0.46040928,0.21386328,0.3040408,0.40359586,0.46809688
nekel,0.38491043,0.29756117,0.43295047,0.3847568,0.56477845
neko,0.40213275,0.28820604,0.359865,0.30745322,0.5193647
nekrofag,0.31259087,0.23276386,0.44993216,0.31193328,0.528803
nekrofagus,0.28750563,0.17769694,0.43724483,0.26102972,0.45384467
nekrofili,0.30945188,0.1900922,0.41233736,0.2785747,0.5126466
nekrofilia,0.2353088,0.19537342,0.38577992,0.27364662,0.4473083
nekrogeografi,0.29644492,0.2114568,0.1487598,0.30168062,0.35853493
nekrolog,0.34570083,0.2553543,0.28623486,0.37722027,0.5590949
nekrologi,0.42741656,0.26548415,0.2720999,0.41420972,0.54215324
nekromansi,0.36610362,0.13866349,0.2508765,0.3002907,0.41341966
